Transaction_x0020_ID,Event_x0020_name,Number_x0020_of_x0020_purchased_x0020_tickets,Total_x0020_amount,Sales_x0020_channel,Customer_x0020_first_x0020_name,Customer_x0020_last_x0020_name,Office_x0020_location,Created_Date
4448772,Lady Gaga The Chromatica Ball,7,5488,mobile app,Honorio,Alonso De Linaje,East Rutherford,2021-04-21T00:00:00
3930782,L'AVENIR NOUS LE DIRA!,7,287,mobile app,Jaione,Alonso De Linaje,Rodez,2021-04-24T00:00:00
12827810,Here Come The Boys,1,40,mobile app,Nassima,Alonso De Linaje,Birmingham,2021-04-05T00:00:00
33655782,BAPTISTE LECAPLAIN,5,170,web,Husnain,Alonso De Linaje,Niort,2021-02-02T00:00:00
24145682,Dance Gavin Dance - Afterburner Tour,3,88.5,mobile app,Hssain,Alonso De Linaje,Philadelphia,2021-03-27T00:00:00
34186428,Austin Gilgronis v Rugby United New York,4,20,web,Silke,Alonso De Linaje,Austin,2021-02-12T00:00:00
4935149,LA LEGENDE DES CHEVALIERS,6,51,mobile app,Roser,Alonso De Linaje,Provins,2021-04-09T00:00:00
38743792,A Night of Soul and Gospel,3,30,web,Younouss,Alonso De Linaje,Newcastle Upon Tyne,2021-02-12T00:00:00
3518709,LE MARIAGE DE FIGARO,8,390.8,mobile app,Eloisa,Alonso De Linaje,Paris,2021-02-09T00:00:00
12206249,Home Free,1,46.5,web,Beaulah,Alonso De Linaje,Mobile,2021-03-23T00:00:00
31849138,Blood Brothers,1,40.525,web,Remigijus,Alonso De Linaje,Birmingham,2021-02-15T00:00:00
35995403,An Evening with Chicago and Their Greatest Hits ,7,213.5,mobile app,Phylicia,Alonso De Linaje,Clarkston,2021-02-12T00:00:00
35327320,ANTHONY KAVANAGH,5,151,web,Yerma,Alonso De Linaje,Nantes,2021-02-04T00:00:00
8856710,Jimmy Carr - Terribly Funny,7,206.5,web,Gurmeet,Alonso De Linaje,London,2021-04-26T00:00:00
28107690,Christmas Spectacular Starring The Radio City Rockettes,5,800,web,Xinyao,Alonso De Linaje,New York,2021-03-30T00:00:00
20779734,Dua Lipa: Future Nostalgia Tour,8,469,mobile app,Ignat,Alonso De Linaje,Manchester,2021-03-09T00:00:00
42335013,Washington Capitals vs. Boston Bruins,3,204,web,Yasmine,Alonso De Linaje,Washington,2021-02-14T00:00:00
39917892,1Live Köln Comedy-Nacht XXL 2020 | Premium-Package,2,162,mobile app,Tsvetan,Alonso De Linaje,Cologne,2021-02-14T00:00:00
38758815,A Mother's Holiday Celebration,5,222.5,mobile app,Yaco,Vonderlinden,Hampton,2021-02-27T00:00:00
5177122,KYLE EASTWOOD,7,145.95,mobile app,Zeus,Vonderlinden,Lens,2021-04-11T00:00:00
34036847,Baby Shark Live!,8,376,mobile app,Rolando,Vonderlinden,Tupelo,2021-02-19T00:00:00
35250296,Anuhea w/ special guest Justin Kawika Young,1,57.5,mobile app,Elian,Vonderlinden,St. Helena,2021-02-25T00:00:00
36217496,AMIR,3,132,mobile app,Elian,Vonderlinden,Montlucon,2021-02-12T00:00:00
14369410,Greenville Swamp Rabbits vs Jacksonville Icemen,7,63,web,Eloise,Vonderlinden,Greenville,2021-04-17T00:00:00
2123507,LEO BRIERE,5,176,mobile app,Skye,Vonderlinden,Paris,2021-04-24T00:00:00
36509764,ALICIA The World Tour,2,273,web,Piedras,Vonderlinden,Portland,2021-02-14T00:00:00
41073671,"Wilhelmine - „Herz, W. - Tour“ mit Band",6,138,web,Sava,Vonderlinden,Rostock,2021-02-17T00:00:00
18957414,Eric Church: The Gather Again Tour,2,74.5,web,Jarnail,Vonderlinden,Pittsburgh,2021-03-07T00:00:00
2851951,LE TOIT DE LA GRANDE ARCHE,2,25.6,web,Sverre,Vonderlinden,LA DEFENSE,2021-04-07T00:00:00
2125783,LEO BRIERE,8,208.8,mobile app,Nini,Vonderlinden,Paris,2021-04-09T00:00:00
20959282,Dua Lipa - Future Nostalgia Tour,7,385,mobile app,Joussef,Vonderlinden,Berlin,2021-03-09T00:00:00
2183163,L'ENQUETE DU PERE LACHAISE,4,146,mobile app,Abdelhamid,Vonderlinden,Paris,2021-04-16T00:00:00
38577296,Aaron Watson (21+ Event) (Reduced Capacity),5,340,mobile app,Teonila,Vonderlinden,New Braunfels,2021-02-26T00:00:00
23287104,Dayton Dragons vs. Great Lakes Loons,1,14,mobile app,Miesha,Vonderlinden,Dayton,2021-03-22T00:00:00
18638450,EVE PARADIS,8,144,web,Lexuri,Vonderlinden,Angers,2021-03-03T00:00:00
40654992,X-League: Kansas City Force Vs. Denver Rush,8,332,web,Diodoro,Vonderlinden,Independence,2021-02-20T00:00:00
19449451,Elton John - Prime View,5,1050,web,Argoitz,Ubero,Manchester,2021-02-26T00:00:00
21068817,Drive-In Theater Tour featuring Zach Williams,4,698,mobile app,Valko,Ubero,Bossier City,2021-03-12T00:00:00
25078028,CROISIERE DEJEUNER - BATEAUX MOUCHES,1,37,mobile app,Yurik,Ubero,Paris,2021-03-13T00:00:00
34086603,AZ,4,76,web,Johnnatan,Ubero,Nantes,2021-02-15T00:00:00
64612869,PANIQUE AU MINISTERE,3,129,web,Tsvetana,Ubero,Lille,2021-02-23T00:00:00
10915729,Jabbawockeez,3,240.12,web,Remo,Ubero,Las Vegas,2021-04-25T00:00:00
73167014,Michael Ball & Alfie Boe - Together At Christmas,1,81.7,web,Patty,Ubero,Manchester,2021-02-14T00:00:00
74978847,Mark Sharp & the Bicycle Thieves,8,88,web,Kirsa,Ubero,Aberdeen,2021-02-23T00:00:00
1488545,LES TROIS PETITS COCHONS,7,91,mobile app,Josefina,Ubero,Paris,2021-04-08T00:00:00
34011135,Baby Shark Live!,3,133.5,mobile app,I?aqui,Ubero,Jacksonville,2021-02-09T00:00:00
7856204,John Legend,3,147,web,Xinyao,Ubero,Vancouver,2021-04-18T00:00:00
36171986,AMIR,7,385,web,Claudette,Ubero,Brest,2021-02-01T00:00:00
43034347,VISITE MAISON & JARDINS DE CLAUDE MONET,2,26,mobile app,Ike,Burgos,Giverny,2021-02-26T00:00:00
18432464,EXPOSITION - LES TABLES DU POUVOIR,6,10.2,web,Pat,Burgos,Lens,2021-02-01T00:00:00
8032050,"John Bishop: Right Here, Right Now",8,280,mobile app,Tanzeela,Burgos,Dorset,2021-03-02T00:00:00
25267110,Cory Wong (Vulfpeck),1,23.25,mobile app,Julud,Burgos,Bristol,2021-02-11T00:00:00
40551261,You Send Me - The Music of Sam Cooke,8,488,web,Branimir,Burgos,Fort Worth,2021-02-25T00:00:00
11141987,Inter Miami CF vs. Montreal Impact,1,30,web,Jezabel,Burgos,Fort Lauderdale,2021-04-01T00:00:00
24418547,Dallas Mavericks vs. Toronto Raptors,3,66,web,Lhouceine,Burgos,Dallas,2021-03-22T00:00:00
38337613,ADIEU JE RESTE !,1,60,mobile app,Senaida,Burgos,Paris,2021-02-14T00:00:00
25672330,CONCERT FRANCK - VENGEROV,4,304,mobile app,Xuezhen,Burgos,Orange,2021-03-12T00:00:00
2473417,Lee Brice,8,400,web,Roser,Burgos,Hampton Beach,2021-04-05T00:00:00
25493119,Continental Circus Berlin,4,76,mobile app,Abelino,Burgos,Brighton,2021-03-25T00:00:00
41495579,What's Love Got To Do With It?,7,255.5,mobile app,Weiguang,Burgos,Manchester,2021-02-23T00:00:00
1472299,LES TROIS PETITS COCHONS,8,112,mobile app,Yenia,Burgos,Paris,2021-04-02T00:00:00
47663763,THE WORLD OF BANKSY,4,48,web,Lianying,Burgos,Paris,2021-03-16T00:00:00
28552101,Chris Ramsey - 20/20,7,185.15,web,Illan,Burgos,Manchester,2021-03-11T00:00:00
9218719,JEREMIAS,1,18,web,Hamid,Burgos,Lüneburg,2021-03-16T00:00:00
21048153,Drury Lane Presents: Forever Plaid,6,342,web,Illart,Burgos,Oakbrook Terrace,2021-02-11T00:00:00
14569950,GRAND CORPS MALADE,1,36.2,mobile app,Joussef,Burgos,Brumah,2021-04-27T00:00:00
10486973,J'AI ENVIE DE TOI,7,196.35,mobile app,Yuxia,Burgos,Courbevoie,2021-04-01T00:00:00
11628373,Il Divo,8,411.6,mobile app,Gixane,Burgos,London,2021-04-03T00:00:00
25628017,CONSTANCE,8,256,web,Giampiero,Burgos,Besancon,2021-03-01T00:00:00
35963188,An Evening With Judy Collins,1,60,mobile app,Amira,Burgos,Cincinnati,2021-02-19T00:00:00
4677875,LA P'TITE SOIREE SYMPA,5,60,mobile app,Marylin,Yukhanaev,Nantes,2021-04-26T00:00:00
25121668,Criss Angel MINDFREAK (Las Vegas),4,276,mobile app,Tanzeela,Yukhanaev,Las Vegas,2021-03-08T00:00:00
45751934,TUTTY TRAN,8,152,web,Vitalija,Yukhanaev,Zwickau,2021-03-13T00:00:00
17772268,FESTIVAL LES FOUS RIRES PASS SPECTACLES,3,90,web,Ruyman,Yukhanaev,La Foret Fouesnant,2021-03-12T00:00:00
32944775,BERNARD MABILLE,1,40.5,mobile app,Aleksandra,Yukhanaev,Sanary Sur Mer,2021-02-08T00:00:00
20538462,Eagles,1,500,mobile app,Sava,Yukhanaev,London,2021-03-20T00:00:00
37873870,Alabama,2,64,mobile app,Tsvetana,Yukhanaev,Estero,2021-02-15T00:00:00
26193890,Club Seating: Paramount Theatre - Lewis Black,4,238,mobile app,Emery,Yukhanaev,Denver,2021-03-03T00:00:00
32002860,"Blackberry Smoke wsg The Allman Betts Band, Spirit of the South Tour ",6,156,web,Kadialy,Yukhanaev,Raleigh,2021-02-24T00:00:00
5161126,L.A.Vation - Tribute to U2,5,98.95,mobile app,Detelin,Yukhanaev,Apen,2021-04-02T00:00:00
39340322,2021 Rome Braves Regular Season,3,31.5,mobile app,Eloisa,Yukhanaev,Rome,2021-02-20T00:00:00
22017326,Dirty Dancing,2,60,web,Slimane,Yukhanaev,Hull,2021-03-13T00:00:00
49351505,The Nutcracker - Birmingham Royal Ballet,1,69,web,Adelmo,Yukhanaev,Birmingham,2021-03-26T00:00:00
27818487,Christopher Cross:  40th Anniversary Tour,1,55.25,web,Asteria,Yukhanaev,Huntsville,2021-03-25T00:00:00
16468932,FUTUROSCOPE - BILLET DATE 1 JOUR,7,234.5,web,Ribhu,Knobbe,Jaunay Marigny,2021-04-10T00:00:00
20537948,Eagles,2,879,web,Daya,Knobbe,Denver,2021-03-29T00:00:00
36625917,Alicia Keys | Platinum Tickets,6,1174.8,mobile app,Vitalija,Knobbe,Cologne,2021-02-13T00:00:00
41978851,We Will Rock You,3,211.65,web,Xuehong,Knobbe,Cologne,2021-02-19T00:00:00
1190275,Lightning Seeds - Jollification 25th Anniversary Show,7,199.5,mobile app,Cesarina,Knobbe,Bristol,2021-04-15T00:00:00
27832921,Christopher Cross,8,436,web,Adelma,Knobbe,Westbury,2021-03-28T00:00:00
34993222,Arlo Parks - Collapsed In Sunbeams Tour,7,84,web,Bassma,Knobbe,Leeds,2021-02-18T00:00:00
37214771,Alanis Morissette w/special guest Garbage & also appearing Liz Phair,2,76.5,mobile app,Younouss,Knobbe,Camden,2021-02-02T00:00:00
7057579,Justin Bieber,7,906.5,mobile app,Khalil,Knobbe,Chicago,2021-04-07T00:00:00
74651902,MasterChef Junior Live!,3,225,web,Edin,Knobbe,Oshkosh,2021-02-06T00:00:00
31163223,Box Seats: Black Soprano Family Presents - The Burden Of The Plug Tour,2,95,web,Suzanna,Knobbe,Boston,2021-03-08T00:00:00
17522660,Flora Cash,3,48,web,I?aqui,Knobbe,Boston,2021-03-27T00:00:00
15545232,Gary Barlow,5,485,web,Eliberto,Knobbe,Cardiff,2021-02-14T00:00:00
51000830,The Dude Perfect 2021 Tour,8,200,web,Sarbjit,Knobbe,Bossier City,2021-02-08T00:00:00
16252766,FUTUROSCOPE - BILLET DATE 2 JOURS,1,76.5,mobile app,Siria,Knobbe,Jaunay Marigny,2021-04-25T00:00:00
42218229,WCBE presents Lee DeWyze,6,285,mobile app,Exuperio,Knobbe,Columbus,2021-02-09T00:00:00
1054232,Lindsey Stirling - Artemis Tour North America 2021,7,206.5,mobile app,Trifon,Due?a,Maryland Heights,2021-04-02T00:00:00
24061095,Daniel Habif Inquebrantables World Tour 2021,4,376,mobile app,Cherryl,Due?a,Raleigh,2021-03-29T00:00:00
20054078,Ehrlich Brothers - Dream & Fly | Suiten-Tickets,8,280,web,Aitzpea,Due?a,Oberhausen,2021-03-03T00:00:00
34091752,AYO - ROYAL,5,133.75,mobile app,Reda,Due?a,Marciac,2021-02-01T00:00:00
5842225,Killer Queen,6,195,web,Zinoviy,Due?a,Florence,2021-04-20T00:00:00
19691065,Ellie Goulding - Brightest Blue Tour 2021,1,74.75,web,Eloisa,Due?a,London,2021-03-10T00:00:00
19050831,Erasure,8,297.2,mobile app,Douaa,Due?a,Cardiff,2021-03-26T00:00:00
30200892,CALI,6,111,web,Khalil,Due?a,Bandol,2021-03-06T00:00:00
23220651,Deacon Blue,1,39.5,web,Nath,Due?a,Portsmouth,2021-03-25T00:00:00
34471589,Atlanta United FC vs. Toronto FC,3,1233,web,Stefan,Due?a,Atlanta,2021-02-16T00:00:00
32032288,"Blackberry Smoke And Special Guests, Spirit Of The South Tour",8,230,mobile app,Osbaldo,Due?a,Reading,2021-02-23T00:00:00
30373401,BUN HAY MEAN,7,266,web,Floreal,Due?a,Paris,2021-03-03T00:00:00
64859295,PA Salieu,5,55,mobile app,Jarmila,Due?a,Bristol,2021-03-17T00:00:00
28902044,Cheech & Chong,8,264,web,Sidaty,Due?a,Warren,2021-03-04T00:00:00
37036759,Alejandro Fernández - Hecho En México Tour 2021 - with Christian Nodal,5,607.5,web,Diyan,Due?a,San Jose,2021-02-06T00:00:00
14718589,Goldilocks and the Three Bears,4,182,mobile app,Bixente,Tente,Birmingham,2021-03-20T00:00:00
23532116,David Crosby & the Sky Trails Band,4,358,mobile app,Roso,Tente,El Cajon,2021-03-10T00:00:00
7177587,JULIEN DORE,1,37,mobile app,Roso,Tente,Montpellier,2021-04-17T00:00:00
40923165,Wolfgang Trepper (Strandkorb),5,307.5,web,Xuehong,Tente,Bremen,2021-02-19T00:00:00
22200865,Die Päpstin - Das Musical,1,82.925,mobile app,Bojan,Tente,Füssen,2021-03-17T00:00:00
20770707,Dua Lipa: Future Nostalgia Tour,2,75.5,mobile app,Fredrik,Tente,Leeds,2021-03-19T00:00:00
36395217,Almost U2 - Achtung Baby 30th Anniversary,5,125,mobile app,Beaulah,Tente,Red Bank,2021-02-06T00:00:00
15723290,GAËTAN ROUSSEL - GAETAN ROUSSEL,7,231,web,Lynda,Tente,Rennes,2021-02-07T00:00:00
13392762,HAROUN,7,255.5,web,Andalucia,Tente,Lille,2021-04-17T00:00:00
14743408,Golden State Warriors vs. Oklahoma City Thunder,2,7000,mobile app,Illan,Tente,San Francisco,2021-04-19T00:00:00
10359209,James Blunt - Once Upon a Mind Tour,5,425,web,Jerilyn,Tente,London,2021-04-17T00:00:00
57565586,Sawyer Brown,2,98,web,Evedasto,Tente,Corinth,2021-02-03T00:00:00
37464454,"Alan Carr - Not Again, Alan!",4,117.8,mobile app,Daya,Jeleznikov,Edinburgh,2021-02-14T00:00:00
38597154,Aaron Lewis,5,250,web,Bouziane,Jeleznikov,Charleston,2021-02-03T00:00:00
10108942,Jane McDonald - Let the Light In,8,404.8,web,Yvelisse,Jeleznikov,Perth,2021-04-15T00:00:00
18332246,"EXXXOTICA Chicago, 1-Day VIP Admission",2,159.98,web,Rayane,Jeleznikov,Rosemont,2021-03-14T00:00:00
55918509,Simply Red | Platinum Tickets,4,528.2,mobile app,Oumy,Jeleznikov,Cologne,2021-02-14T00:00:00
14366316,Greenville Swamp Rabbits vs Jacksonville Icemen,7,315,web,Olevia,Jeleznikov,Greenville,2021-04-17T00:00:00
41262307,Who's Bad,5,110,web,Gillermo,Jeleznikov,Saginaw,2021-02-27T00:00:00
42849223,VISITE MAISON & JARDINS DE CLAUDE MONET,4,41,mobile app,Nosakhare,Jeleznikov,Giverny,2021-02-06T00:00:00
37035048,Alejandro Fernández - Hecho En México Tour 2021 - with Christian Nodal,3,364.5,mobile app,Seckou,Jeleznikov,San Jose,2021-02-06T00:00:00
7857203,John Legend,5,1795,web,Steen,Jeleznikov,Vancouver,2021-04-18T00:00:00
37132954,Albuquerque Isotopes vs. Oklahoma City Dodgers,2,36,mobile app,Manolo,Jeleznikov,Albuquerque,2021-02-06T00:00:00
12953358,Heilung,7,391.65,mobile app,Apolinaria,Jeleznikov,London,2021-02-12T00:00:00
69148763,NAUSICAA - ENTREE 1 JOUR DATE,2,57,mobile app,Nourdin,Jeleznikov,Boulogne Sur Mer Cedex,2021-03-16T00:00:00
18883717,Eric Clapton Vip Packages,8,3440,web,Phylicia,Jeleznikov,London,2021-03-10T00:00:00
33379571,Bela Fleck & the Flecktones,2,50,mobile app,Floreal,Jeleznikov,Norfolk,2021-02-14T00:00:00
35643240,Andrea Bocelli,7,1540,mobile app,Nilza,Jeleznikov,Washington,2021-02-24T00:00:00
34472637,Atlanta United FC vs. Toronto FC,6,2466,web,Cherry,Jeleznikov,Atlanta,2021-02-16T00:00:00
71807243,Mondwind - Der Zaubermantel,7,284.445,web,Yuxia,Jeleznikov,Regensburg,2021-03-01T00:00:00
3169371,LE ROI LION,1,61.5,web,Yuxia,Jeleznikov,Paris,2021-04-01T00:00:00
15556939,Gary Barlow,6,1164,mobile app,Christel,Jeleznikov,Cardiff,2021-04-09T00:00:00
3262616,LE PORTEUR D'HISTOIRE,8,333.6,mobile app,Clyde,Jeleznikov,Paris,2021-04-15T00:00:00
5243345,Kreator & Lamb Of God,4,168,web,Honorio,Larregaray,Hamburg,2021-03-12T00:00:00
9933817,Jason Isbell and the 400 Unit,3,268.5,mobile app,Glenna,Larregaray,Austin,2021-04-02T00:00:00
15045331,George Thorogood & The Destroyers Good To Be Bad Tour 45 Years of Rock,5,302.5,web,Fortuna,Larregaray,Huntington,2021-04-12T00:00:00
39401269,2021 Rome Braves Regular Season,1,6,mobile app,Zaila,Larregaray,Rome,2021-02-26T00:00:00
5053395,LA COURSE DES GEANTS,1,39.4,web,Cintia,Larregaray,Paris,2021-04-20T00:00:00
36798096,Alicia Keys,6,570,mobile app,Messaouda,Larregaray,Mannheim,2021-02-27T00:00:00
17253894,for KING & COUNTRY With Company | A Summer Tour,1,25,web,Turid,Larregaray,Corbin,2021-03-04T00:00:00
9035547,Jim Gaffigan: The Pale Tourist,8,318,mobile app,Lamine,Larregaray,Lexington,2021-04-18T00:00:00
40629636,Yachtley Crew,4,100,web,Oihan,Larregaray,Atlantic City,2021-02-02T00:00:00
25078205,CROISIERE DEJEUNER - BATEAUX MOUCHES,4,212,web,Queila,Larregaray,Paris,2021-03-13T00:00:00
102029,Love Actually Live in Concert,3,0,web,Edin,Larregaray,Hull,2021-04-28T00:00:00
35990922,An Evening with Damien Escobar,1,45,mobile app,Torie,Larregaray,Ft Lauderdale,2021-02-01T00:00:00
7310242,Jukebox the Ghost - HalloQueen 2021,5,125,mobile app,Coumba,Larregaray,Chicago,2021-02-11T00:00:00
11774069,Ian Waite & Vincent Simone - the Ballroom Boys Act 2,7,210,mobile app,Alcione,Larregaray,Dunfermline,2021-04-24T00:00:00
19450699,Elton John - Prime View,1,210,web,Abdelhaq,Larregaray,Manchester,2021-02-26T00:00:00
22125505,Dierks Bentley,7,661.5,mobile app,Diyan,Larregaray,Stateline,2021-03-25T00:00:00
71920958,Mo Gilligan - There's Mo To Life,8,199.6,web,Suzann,Larregaray,Birmingham,2021-03-23T00:00:00
4791803,LA MERVEILLEUSE LEGENDE DES TUILERIES,7,98,web,Exuperio,Larregaray,Paris,2021-04-02T00:00:00
41495475,What's Love Got To Do With It?,4,100,mobile app,Erinn,Terreiro,Manchester,2021-02-23T00:00:00
40922633,Wolfgang Trepper (Strandkorb),1,56.75,mobile app,Lingyun,Terreiro,Bremen,2021-02-19T00:00:00
57555630,Saymyname,8,320,web,Theodor,Terreiro,San Jose,2021-02-13T00:00:00
31685624,BOBBY MAIR,4,94.4,web,Suzanne,Terreiro,Paris,2021-02-03T00:00:00
31415193,BORN IN 90,7,343,mobile app,Mohsen,Terreiro,Bruz,2021-02-14T00:00:00
25343255,CORTEO,7,780.5,web,Turid,Terreiro,Aix En Provence,2021-03-27T00:00:00
61147280,Radio GA GA,4,120,mobile app,Erzsebet,Terreiro,Belfast,2021-02-19T00:00:00
20205993,EDOUARD BAER,3,140.4,mobile app,Hssain,Terreiro,Paris,2021-03-12T00:00:00
20106569,Ehrlich Brothers – Dream & Fly – Die neue Magie Show,7,607.775,mobile app,Bassma,Terreiro,Oberhausen,2021-03-12T00:00:00
41493666,What's Love Got To Do With It?,3,92.25,web,Abbes,Terreiro,Manchester,2021-02-23T00:00:00
20100678,Ehrlich Brothers – Dream & Fly – Die neue Magie Show,6,520.95,web,Haijun,Terreiro,Oberhausen,2021-03-12T00:00:00
20604414,Dutchavelli,3,37.5,mobile app,Delcie,Terreiro,Cardiff,2021-03-01T00:00:00
38104621,AGNES OBEL,4,150,web,Hamid,Terreiro,Thionville,2021-02-07T00:00:00
11172952,InPop Presents,4,49.6,web,Kristof,Terreiro,London,2021-04-26T00:00:00
36806042,Alicia Keys,2,145,mobile app,Epifanio,Terreiro,Hamburg,2021-02-14T00:00:00
24983283,CROISIERE DINER 18H - BATEAUX MOUCHES,1,37,web,Marget,Terreiro,Paris,2021-03-19T00:00:00
39498967,2021 Rome Braves Regular Season,8,120,mobile app,Trinity,Terreiro,Rome,2021-02-14T00:00:00
31955899,BLICK BASSY-ARTISTE CHANTIER DES FRANCOS - BLICK BASSY - ARTISTE CHANTIER DES FRANCOS,1,18,mobile app,Kesia,Terreiro,La Rochelle,2021-02-16T00:00:00
1671223,LES MOUCHES,2,16,mobile app,Minervina,Terreiro,Montauban,2021-04-20T00:00:00
24115114,Dane Baptiste,8,135.2,web,Asteria,Terreiro,Glasgow,2021-03-29T00:00:00
41769019,WESER-KURIER Leserakademie - Mit dem Blick der Zeichnerin,2,193.24,mobile app,Merly,Terreiro,Bremen,2021-02-18T00:00:00
17782030,FESTIVAL KANN AL LOAR - SOIREE CONCERTS,1,22,mobile app,Gaudencia,Terreiro,LANDERNEAU,2021-03-04T00:00:00
55922320,Simply Red | Platinum Tickets,3,453.075,mobile app,Zornitsa,Latierro,Cologne,2021-02-14T00:00:00
32712825,BGCC: Brad Garrett with Debi Gutierrez & Tom Clark,6,441.24,web,Nosakhare,Latierro,Las Vegas,2021-02-03T00:00:00
32694570,BGCC: Dave Landau with Matt McClowry & Brandt Tobler,8,493.92,mobile app,Camelia,Latierro,Las Vegas,2021-02-01T00:00:00
40917644,WOLVES IN THE THRONE ROOM,1,25.5,mobile app,Nacira,Latierro,Villeurbanne,2021-02-27T00:00:00
32562200,BIGA*RANX,7,175,mobile app,Veredas,Latierro,Strasbourg,2021-02-12T00:00:00
38394449,Absinthe,2,346.78,web,Neva,Latierro,Las Vegas,2021-02-16T00:00:00
22433701,Detroit Pistons vs. Chicago Bulls,3,2530.5,web,Francesc,Latierro,Detroit,2021-03-07T00:00:00
22549026,Der Grüffelo (Strandkorb),5,131.25,web,Katixa,Latierro,Bremen,2021-03-05T00:00:00
12298303,Holiday Inn,2,154,mobile app,Coumba,Latierro,Oakbrook Terrace,2021-03-05T00:00:00
36567792,Alicia Keys: ALICIA The World Tour -  VIP Packages,7,4767,web,Alcione,Latierro,Manchester,2021-02-24T00:00:00
30865173,Bright Eyes,1,38.8,web,Doroteo,Latierro,Frankfurt am Main,2021-03-22T00:00:00
7862222,John Legend,6,294,web,Deidra,Albertshofer,Vancouver,2021-04-18T00:00:00
33862151,Backstreet Boys: DNA World Tour,6,2277,web,Conor,Albertshofer,Montreal,2021-02-24T00:00:00
66361191,No Limit Reunion Tour,1,49,mobile app,Gudrun,Albertshofer,Southaven,2021-03-10T00:00:00
64121896,PASS JARDIN ILLIMITE - DATE,2,64,mobile app,Zaila,Albertshofer,Paris,2021-03-06T00:00:00
32286261,Billy Ocean,3,83.7,web,Esosa,Albertshofer,Brighton,2021-02-02T00:00:00
17330350,Florida Panthers vs. Tampa Bay Lightning,7,385,mobile app,Jewell,Albertshofer,Sunrise,2021-03-28T00:00:00
47267622,Tim Minchin - Back Encore 2021,6,879,mobile app,Remigijus,Albertshofer,Cardiff,2021-03-08T00:00:00
16676680,FREDERIC FRANCOIS,2,144,web,Yamil,Albertshofer,Chasseneuil Du Poitou,2021-04-23T00:00:00
34002461,Baby Shark Live!,4,180,mobile app,Illan,Albertshofer,Estero,2021-02-26T00:00:00
23489497,David Essex,1,93.5,mobile app,Dagmara,Albertshofer,Ipswich,2021-03-12T00:00:00
25618430,CONSTANCE,2,64,web,Bethel,Albertshofer,Angers,2021-03-24T00:00:00
28813815,Chicago Sky vs. Connecticut Sun,4,1600,web,Tirsa,Albertshofer,Chicago,2021-03-29T00:00:00
22835181,Deftones Summer Tour 2021,3,111,mobile app,Diodoro,Albertshofer, Minneapolis,2021-03-11T00:00:00
39867551,1LIVE Oberhausen Comedy-Nacht XXL | Suiten-Tickets,3,82.5,web,Yasmine,Albertshofer,Oberhausen,2021-02-10T00:00:00
24654873,Cuban Classical Ballet of Miami Presents Bodas de Sangre,8,392,mobile app,Abdeljalal,Albertshofer,Miami Beach,2021-03-20T00:00:00
63014742,Philharmonic Rock,6,218.7,web,Christel,Albertshofer,Bassum,2021-03-12T00:00:00
30192385,CALOUSS,4,96,web,Deidra,Romeralo,Nantes,2021-03-12T00:00:00
15006175,Get the Led Out,3,88.5,web,Rolando,Romeralo,Durham,2021-04-14T00:00:00
73158776,Michael Ball & Alfie Boe - Together At Christmas,1,0,web,Wladyslaw,Romeralo,Manchester,2021-02-14T00:00:00
17521851,FLORENT PAGNY,2,140,mobile app,Chenyu,Romeralo,Floirac,2021-03-01T00:00:00
26226076,Club Level Seating: Ball Arena,6,897,mobile app,Gillermo,Romeralo,Denver,2021-03-30T00:00:00
29213494,CHANT DE L'EUCALYPTUS - 2 JOURS - PASS 2 JOURS,3,121.5,web,Jawad,Romeralo,PLOUHINEC,2021-03-02T00:00:00
22363537,Detroit Red Wings vs. Tampa Bay Lightning,5,725,web,Erzsebet,Romeralo,Detroit,2021-03-27T00:00:00
7042215,Justin Bieber,2,1624,web,Lamine,Romeralo,Milwaukee,2021-04-07T00:00:00
36862059,"Alexander Scheer, Andreas Dresen & Band",4,78.56,mobile app,Tonica,Romeralo,Neuhardenberg,2021-02-14T00:00:00
40630893,Yachtley Crew,8,200,web,Videlina,Romeralo,Atlantic City,2021-02-02T00:00:00
1021725,L'INTRIGUE DES PASSAGES COUVERTS,2,178,web,Xinyao,Romeralo,Paris,2021-04-02T00:00:00
28077143,Christmas Spectacular Starring The Radio City Rockettes,2,120,mobile app,Sarbjit,Romeralo,New York,2021-03-18T00:00:00
41357789,Whitney Queen of the Night,4,104,mobile app,Baruch,Romeralo,Cannock,2021-02-16T00:00:00
11655854,Il Divo,5,742.5,mobile app,Angelov,Romeralo,Bath,2021-02-03T00:00:00
11844810,I Prevail,5,150,web,Peli,Brandli,Oberhausen,2021-04-22T00:00:00
36626191,Alicia Keys | Platinum Tickets,7,1067.85,mobile app,Jennie,Brandli,Cologne,2021-02-13T00:00:00
26400394,Clinton Baptiste Goes Stratospheric,1,21.5,mobile app,Silke,Brandli,Bolton,2021-02-11T00:00:00
28739375,Chilly Gonzales,1,35,mobile app,Eloisa,Brandli,London,2021-02-06T00:00:00
49754776,The Mersey Beatles,3,72.6,web,Tingting,Brandli,Whitchurch,2021-02-16T00:00:00
2188884,L'ENQUETE DU PERE LACHAISE,5,182.5,mobile app,Helmut,Brandli,Paris,2021-04-12T00:00:00
50512658,The Jayhawks,8,304,web,Deogracia,Brandli,Austin,2021-03-12T00:00:00
